invoice_no,customer_id,mall_id,payment_id,invoice_date
I102283,C889444,3,1,2022-04-15
I102284,C378236,3,3,2022-08-23
I102286,C303985,7,3,2022-01-02
I102287,C844764,4,3,2022-03-16
I102296,C161661,8,3,2022-09-01
I102300,C244793,10,3,2021-01-10
I102303,C165489,6,1,2022-07-13
I102304,C603018,9,3,2021-04-04
I102306,C270038,5,3,2021-07-02
I102311,C689496,4,2,2022-03-09
I102314,C244044,1,1,2021-08-03
I102316,C102664,7,1,2021-09-26
I102320,C240298,3,1,2022-03-05
I102323,C231102,5,1,2023-02-21
I102324,C111343,3,1,2021-04-21
I102330,C552450,6,3,2022-10-17
I102332,C116250,5,3,2022-08-05
I102340,C293553,5,2,2021-09-20
I102344,C411285,3,3,2022-03-15
I102345,C329679,1,3,2021-01-29
I102347,C229953,5,1,2022-08-30
I102348,C964439,7,1,2023-03-03
I102355,C209984,2,3,2022-01-28
I102361,C831180,3,3,2022-04-28
I102365,C186468,3,3,2022-11-20
I102371,C173386,5,1,2022-09-05
I102374,C533960,6,3,2022-11-23
I102375,C305450,6,3,2022-01-17
I102376,C271700,9,3,2021-07-24
I102377,C124677,10,1,2022-09-07
I102389,C455912,6,1,2022-06-12
I102395,C316538,3,3,2021-01-12
I102396,C334331,3,3,2022-04-08
I102397,C246554,1,1,2021-06-30
I102398,C766818,5,3,2021-06-28
I102403,C610622,1,3,2022-11-27
I102404,C142061,6,1,2021-12-13
I102405,C296119,5,1,2022-09-17
I102408,C112153,6,1,2022-07-08
I102413,C408282,1,2,2021-01-25
I102415,C279084,3,3,2021-07-03
I102416,C318747,7,1,2021-05-10
I102417,C381679,3,2,2021-06-16
I102427,C309294,6,2,2022-12-12
I102433,C215256,6,2,2021-01-19
I102437,C329779,1,3,2021-11-17
I102440,C583660,9,1,2022-12-18
I102443,C998094,3,3,2022-09-25
I102444,C310499,3,2,2021-03-23
I102451,C127080,5,1,2021-01-24
I102453,C125666,7,2,2022-10-02
I102459,C379128,2,2,2021-07-25
I102460,C944064,6,3,2022-07-30
I102468,C450900,1,1,2023-01-01
I102470,C240359,6,1,2022-02-10
I102477,C137641,6,2,2022-03-27
I102480,C264394,4,3,2021-02-24
I102481,C521673,1,1,2022-04-22
I102483,C179176,3,3,2021-04-05
I102486,C142171,5,3,2022-11-20
I102487,C104393,1,1,2021-02-03
I102488,C217895,5,3,2021-05-21
I102489,C180255,1,2,2021-11-25
I102490,C191187,6,1,2022-12-18
I102491,C534732,4,1,2022-09-15
I102494,C260867,1,2,2022-05-25
I102495,C179897,3,3,2021-09-13
I102497,C299013,6,1,2022-09-17
I102500,C973474,6,1,2022-05-16
I102501,C634728,5,1,2021-09-29
I102502,C256344,1,2,2021-10-27
I102504,C287619,3,2,2022-10-17
I102509,C164347,9,2,2022-11-06
I102512,C199702,2,1,2021-10-09
I102513,C317824,5,1,2022-10-16
I102514,C310453,1,2,2021-01-16
I102518,C904918,1,1,2021-06-22
I102520,C531894,7,1,2021-01-22
I102521,C314327,7,1,2021-08-15
I102525,C240268,1,3,2022-01-16
I102526,C317197,8,1,2022-03-01
I102528,C279943,9,2,2022-06-23
I102533,C363843,7,3,2021-04-04
I102534,C522955,3,2,2022-11-30
I102535,C194716,4,3,2021-02-20
I102541,C369611,4,1,2021-02-27
I102542,C860947,6,1,2021-04-12
I102543,C252688,1,1,2021-03-05
I102546,C307847,4,3,2021-10-06
I102547,C941147,10,2,2021-06-20
I102553,C153282,3,3,2022-05-12
I102556,C315965,1,3,2023-01-16
I102558,C153506,4,2,2021-09-14
I102559,C839296,6,3,2022-02-23
I102561,C220525,3,1,2021-10-27
I102562,C272836,6,3,2022-09-16
I102564,C152318,3,3,2021-06-13
I102567,C441192,1,1,2023-03-06
I102569,C162413,10,1,2022-11-24
I102573,C602990,6,3,2022-08-23
I102578,C207183,3,3,2021-02-22
I102587,C255931,1,3,2023-01-02
I102589,C770363,8,2,2022-10-27
I102595,C256607,3,3,2021-08-09
I102600,C425591,6,1,2022-05-13
I102604,C286659,6,3,2021-07-03
I102607,C905205,4,1,2021-03-28
I102610,C167297,5,1,2022-03-24
I102612,C210929,6,1,2022-09-29
I102613,C602495,5,3,2021-05-26
I102619,C279714,3,1,2022-05-12
I102623,C191191,10,1,2022-08-27
I102625,C305261,10,3,2021-05-28
I102628,C800190,8,1,2022-12-01
I102629,C103453,6,1,2021-03-28
I102632,C247827,1,1,2023-03-02
I102634,C205293,2,1,2023-02-18
I102635,C162707,7,3,2021-01-13
I102636,C988123,1,3,2021-01-02
I102641,C148509,6,1,2022-06-23
I102642,C626080,9,1,2023-02-01
I102645,C156538,1,1,2021-10-14
I102647,C208778,10,3,2021-11-21
I102652,C134226,4,3,2021-08-15
I102653,C144135,1,3,2021-10-20
I102656,C317978,3,1,2021-07-20
I102666,C114925,6,3,2022-01-03
I102669,C172671,1,1,2021-11-12
I102675,C936544,5,3,2021-12-27
I102677,C149751,7,1,2022-04-05
I102681,C298900,3,1,2022-09-24
I102686,C128656,1,1,2022-11-27
I102690,C177682,6,2,2022-11-07
I102691,C253781,4,1,2021-10-06
I102692,C340001,6,3,2021-04-25
I102694,C782676,6,3,2021-07-19
I102697,C232551,3,2,2022-06-08
I102700,C378568,6,3,2021-01-25
I102703,C110600,6,1,2022-10-11
I102713,C259637,3,3,2022-05-26
I102714,C182058,6,2,2021-03-04
I102715,C837237,5,2,2022-10-20
I102716,C231411,3,1,2022-11-15
I102719,C480086,6,3,2021-04-24
I102721,C102359,3,1,2022-07-09
I102725,C385326,3,3,2022-09-16
I102726,C444281,8,1,2023-01-08
I102729,C216936,3,1,2021-01-03
I102730,C181990,6,3,2022-07-11
I102732,C719232,10,3,2021-09-24
I102734,C134006,3,2,2021-06-08
I102735,C662013,10,2,2023-02-22
I102737,C112982,6,3,2022-08-09
I102751,C224224,3,1,2022-09-28
I102754,C760072,7,3,2021-09-13
I102758,C778349,4,3,2022-12-01
I102759,C174415,6,1,2022-03-26
I102760,C158547,9,1,2021-09-02
I102761,C333330,6,3,2021-03-19
I102764,C102832,4,1,2022-08-19
I102766,C200431,7,2,2021-01-07
I102767,C203666,9,1,2022-01-07
I102773,C287506,1,1,2023-01-05
I102776,C214209,3,3,2021-11-06
I102782,C105352,6,3,2021-11-01
I102783,C816576,5,3,2023-02-05
I102786,C969271,7,3,2022-06-29
I102790,C193288,8,2,2022-07-20
I102792,C766287,1,1,2022-07-17
I102797,C129206,6,1,2023-01-12
I102799,C704920,9,2,2021-04-20
I102800,C211156,9,1,2022-01-02
I102801,C288748,3,1,2022-05-01
I102802,C107887,10,2,2021-07-24
I102818,C156505,7,1,2021-01-12
I102819,C309720,10,3,2022-10-26
I102824,C194938,5,2,2022-11-12
I102825,C150885,3,3,2022-09-01
I102832,C146777,5,3,2022-06-20
I102836,C279148,6,2,2022-03-07
I102837,C320088,1,3,2021-11-27
I102840,C161257,4,2,2021-05-27
I102843,C235737,3,3,2021-11-01
I102845,C175442,3,3,2023-03-05
I102847,C123536,1,2,2022-03-09
I102848,C252901,1,2,2021-01-13
I102849,C251633,6,1,2021-03-04
I102855,C159521,5,3,2022-10-15
I102873,C994454,6,1,2022-08-24
I102876,C283599,6,1,2023-02-27
I102877,C505213,4,3,2022-11-25
I102879,C380202,8,2,2022-09-03
I102881,C482255,6,3,2021-09-21
I102883,C114509,1,3,2021-10-08
I102884,C121907,3,1,2021-03-22
I102885,C216254,1,3,2022-08-22
I102886,C896170,2,1,2022-07-07
I102893,C264654,1,1,2022-08-03
I102902,C603291,9,3,2022-11-28
I102905,C318145,1,1,2021-11-07
I102906,C219499,1,3,2021-10-16
I102917,C262929,3,2,2021-04-02
I102923,C148421,4,2,2022-09-21
I102925,C217020,3,1,2023-01-13
I102926,C319883,8,3,2022-08-06
I102928,C211300,6,1,2021-03-04
I102931,C318182,6,2,2022-05-18
I102935,C184509,6,3,2021-06-16
I102939,C100110,3,1,2022-05-01
I102941,C189039,3,3,2022-05-14
I102944,C105025,2,3,2021-12-03
I102945,C287896,3,3,2022-06-25
I102946,C182144,9,3,2022-11-30
I102954,C155342,6,3,2021-02-06
I102958,C332958,5,1,2022-11-02
I102960,C131004,6,1,2021-01-25
I102964,C321846,9,3,2021-04-23
I102969,C166525,6,2,2021-04-17
I102977,C316330,4,1,2022-10-30
I102979,C628682,6,1,2022-01-23
I102985,C191792,6,2,2021-06-01
I102989,C273531,8,3,2021-03-01
I102990,C296573,1,1,2022-07-20
I102991,C397967,3,1,2021-10-12
I102993,C142692,2,1,2022-11-21
I102994,C262644,6,2,2022-01-11
I102999,C295992,3,1,2021-08-17
I103002,C245635,9,1,2021-07-03
I103004,C560575,4,3,2022-02-04
I103006,C258085,8,3,2022-07-20
I103010,C260917,3,3,2021-08-02
I103014,C185481,5,2,2022-07-03
I103016,C633152,2,1,2021-07-12
I103019,C335724,2,3,2022-10-14
I103020,C327792,6,3,2021-06-17
I103021,C325728,6,2,2023-02-25
I103026,C142823,9,3,2021-10-21
I103028,C243168,10,1,2021-08-24
I103029,C213516,6,3,2021-06-21
I103031,C228178,1,3,2021-09-17
I103032,C317778,1,2,2022-09-06
I103033,C960822,10,2,2021-09-14
I103035,C155712,3,2,2021-08-29
I103036,C992589,5,3,2022-08-18
I103044,C367741,9,3,2021-06-13
I103045,C267316,3,3,2022-08-24
I103046,C208145,7,1,2021-01-26
I103055,C315737,3,1,2022-07-17
I103056,C258161,6,1,2022-05-18
I103059,C264391,3,2,2022-06-20
I103061,C603549,6,3,2021-01-17
I103062,C232094,1,1,2023-02-11
I103064,C274479,3,3,2023-03-04
I103065,C205710,6,1,2021-03-14
I103066,C340003,6,3,2021-08-11
I103067,C210847,1,2,2021-11-25
I103068,C115494,1,2,2021-03-21
I103070,C754112,1,3,2021-12-31
I103071,C243412,6,3,2022-12-09
I103072,C170969,2,3,2022-04-04
I103076,C288406,9,2,2021-09-10
I103081,C119424,6,3,2022-07-27
I103082,C286580,3,1,2022-10-12
I103083,C936888,5,3,2022-02-15
I103085,C252697,1,1,2022-08-27
I103086,C285452,3,3,2022-08-17
I103092,C207003,10,1,2021-05-13
I103096,C199902,3,3,2023-01-19
I103100,C274266,6,1,2022-12-15
I103101,C733099,5,3,2021-09-26
I103102,C284129,4,1,2022-02-26
I103105,C741994,1,2,2022-03-30
I103106,C434304,5,3,2022-02-14
I103107,C162874,1,3,2022-04-12
I103117,C252134,3,2,2021-11-23
I103120,C319624,6,2,2022-02-20
I103121,C121244,3,2,2021-04-05
I103122,C147199,8,3,2022-09-16
I103130,C322893,3,3,2021-09-28
I103131,C470346,3,3,2022-03-22
I103132,C285385,4,1,2022-08-28
I103133,C166006,10,2,2022-07-30
I103139,C291228,3,3,2021-03-31
I103142,C104103,7,3,2021-04-02
I103146,C101405,1,1,2021-02-23
I103152,C119140,6,1,2021-07-31
I103155,C108400,4,1,2022-11-15
I103165,C269994,6,2,2022-08-19
I103166,C360478,5,1,2021-04-27
I103170,C126764,8,1,2023-02-05
I103175,C179887,6,3,2022-09-13
I103176,C106546,3,2,2023-03-08
I103180,C165471,3,3,2021-05-31
I103181,C369352,4,3,2021-12-12
I103183,C134306,1,2,2022-02-15
I103185,C306437,6,1,2022-11-24
I103194,C318228,6,3,2021-01-29
I103197,C816259,7,2,2022-07-12
I103201,C160144,3,1,2022-12-30
I103203,C137699,5,3,2023-03-04
I103205,C264683,1,1,2022-05-15
I103207,C171664,3,1,2022-11-05
I103210,C264822,1,1,2021-12-02
I103212,C127791,2,3,2022-11-15
I103214,C299315,1,2,2022-06-28
I103216,C235740,6,3,2022-08-18
I103220,C111229,4,3,2022-04-17
I103223,C558987,3,1,2022-12-24
I103229,C245363,6,1,2021-10-07
I103231,C163227,6,3,2022-04-05
I103232,C384412,1,3,2021-02-06
I103241,C120560,5,1,2021-01-11
I103242,C628808,1,1,2022-12-23
I103243,C154807,5,2,2022-11-28
I103248,C202349,1,3,2022-03-12
I103251,C778012,7,1,2021-05-21
I103253,C322798,1,1,2021-06-14
I103254,C937121,9,1,2021-06-04
I103259,C112842,3,2,2021-11-27
I103261,C791487,10,1,2022-04-22
I103264,C279394,1,1,2022-11-15
I103265,C256916,6,2,2022-04-03
I103266,C237274,1,3,2022-07-11
I103273,C116129,4,2,2022-11-13
I103274,C320675,1,3,2022-05-28
I103276,C254471,6,1,2022-08-02
I103279,C108938,3,3,2022-07-13
I103282,C431261,9,3,2021-07-13
I103289,C266756,6,1,2022-02-11
I103290,C291390,4,1,2022-06-13
I103293,C879875,5,2,2022-11-01
I103297,C204864,1,1,2022-05-18
I103304,C266932,10,3,2021-09-04
I103308,C174685,2,2,2022-10-07
I103313,C334324,8,2,2022-02-03
I103315,C774142,10,3,2021-02-15
I103316,C422629,8,3,2021-05-27
I103317,C131582,7,3,2022-08-12
I103319,C695248,2,3,2021-08-10
I103323,C869064,2,3,2021-11-04
I103324,C501294,5,3,2022-12-06
I103326,C432373,6,3,2022-09-16
I103329,C266617,3,3,2021-05-16
I103332,C330003,1,2,2023-03-06
I103334,C459974,1,3,2021-08-05
I103337,C148096,1,3,2022-12-06
I103339,C237096,10,3,2022-12-27
I103347,C322403,1,3,2021-10-09
I103348,C268967,5,3,2021-07-19
I103350,C114408,1,3,2022-09-04
I103353,C316179,1,3,2021-07-14
I103357,C117394,5,3,2021-03-18
I103368,C201379,5,3,2023-03-01
I103372,C308299,5,1,2022-10-24
I103374,C965439,10,3,2021-05-01
I103382,C178576,3,3,2021-05-04
I103384,C156615,8,3,2021-04-26
I103388,C175785,6,3,2022-01-09
I103389,C231964,1,3,2021-05-09
I103393,C192096,1,3,2022-03-30
I103399,C293480,6,3,2022-12-19
I103405,C312698,6,1,2021-05-12
I103408,C171463,5,3,2021-07-09
I103415,C192430,2,3,2022-08-05
I103416,C273846,1,1,2021-01-31
I103418,C256529,6,3,2021-01-14
I103422,C289279,7,3,2021-05-03
I103426,C150060,1,1,2021-05-21
I103427,C294888,1,3,2022-01-25
I103428,C104382,2,2,2021-02-05
I103432,C326401,5,1,2022-03-29
I103433,C745649,7,3,2022-06-03
I103434,C293692,6,2,2021-05-11
I103435,C278238,9,3,2021-01-06
I103437,C789398,5,1,2022-04-06
I103442,C214259,6,3,2021-04-12
I103445,C455965,6,3,2021-07-27
I103453,C907292,6,1,2022-01-28
I103454,C215908,6,1,2022-07-12
I103456,C302720,4,3,2021-06-29
I103461,C319584,3,1,2022-06-14
I103463,C302649,9,1,2021-09-07
I103464,C145092,5,1,2022-04-18
I103472,C113553,7,2,2022-01-14
I103473,C176752,6,3,2021-07-07
I103476,C188265,6,3,2021-07-22
I103478,C226856,1,3,2021-04-20
I103482,C152459,6,3,2022-09-17
I103488,C116713,6,2,2021-08-27
I103491,C226416,5,1,2022-02-24
I103495,C204244,1,3,2022-04-25
I103496,C259594,1,3,2022-04-20
I103497,C323386,6,3,2022-02-03
I103498,C846574,10,3,2023-02-28
I103499,C316134,6,1,2022-03-17
I103506,C172937,6,3,2021-09-18
I103507,C193027,3,3,2022-09-03
I103509,C156601,6,2,2022-08-26
I103514,C139241,1,1,2023-02-09
I103520,C319047,9,3,2021-12-30
I103521,C263488,1,2,2021-09-26
I103529,C935333,6,1,2021-12-09
I103532,C297564,2,2,2021-07-13
I103534,C566637,6,1,2022-02-18
I103535,C265774,1,3,2021-01-27
I103540,C200986,5,2,2023-02-04
I103544,C387360,6,1,2021-12-07
I103550,C281171,1,1,2021-12-14
I103555,C726509,8,3,2021-05-23
I103559,C902781,3,2,2022-02-22
I103561,C940442,6,1,2023-01-08
I103564,C324728,8,2,2022-11-07
I103565,C250285,6,3,2021-09-15
I103570,C202848,6,2,2022-04-14
I103574,C242366,3,3,2021-02-14
I103577,C873633,1,1,2021-03-24
I103579,C161358,10,3,2022-11-09
I103584,C355306,3,1,2021-09-23
I103588,C818719,1,3,2021-01-26
I103590,C950605,5,1,2023-01-20
I103592,C165338,4,1,2021-04-12
I103593,C563020,4,1,2022-12-17
I103594,C190208,5,1,2021-12-30
I103596,C178734,1,3,2021-08-03
I103603,C214637,5,3,2021-09-28
I103609,C149771,6,1,2021-06-06
I103611,C148334,9,3,2021-05-01
I103615,C318503,4,1,2021-01-13
I103617,C223384,5,1,2021-03-22
I103620,C325985,4,1,2022-04-28
I103631,C871510,1,2,2021-07-14
I103636,C318464,6,3,2022-03-18
I103637,C137854,7,2,2023-01-20
I103638,C144772,2,1,2022-03-17
I103639,C460985,3,1,2022-06-27
I103646,C292460,4,2,2022-11-24
I103650,C120373,9,2,2022-01-23
I103654,C247648,4,3,2021-01-17
I103655,C301782,1,1,2021-11-01
I103656,C352553,1,2,2022-01-13
I103657,C228648,5,3,2021-09-28
I103658,C191512,1,1,2022-08-17
I103659,C255660,6,3,2023-02-03
I103660,C296066,1,2,2021-04-20
I103663,C155404,5,3,2022-07-19
I103667,C168454,1,1,2021-02-02
I103679,C150081,9,3,2021-04-11
I103681,C250959,3,3,2022-09-21
I103686,C231006,2,1,2022-10-20
I103687,C913614,2,1,2023-02-09
I103689,C949158,6,1,2021-01-23
I103691,C537596,3,1,2023-02-03
I103695,C243421,1,3,2022-12-23
I103698,C895070,9,2,2022-02-27
I103702,C309052,4,2,2021-03-22
I103706,C181592,6,1,2022-06-23
I103713,C270809,9,1,2022-07-18
I103715,C297472,1,3,2021-04-16
I103716,C627703,5,3,2021-07-11
I103718,C289058,1,3,2023-03-06
I103721,C326569,4,1,2023-01-01
I103722,C104363,6,3,2023-02-09
I103723,C227212,9,3,2021-07-18
I103728,C316723,8,2,2022-01-21
I103733,C292575,6,3,2022-10-21
I103734,C736111,3,3,2022-06-27
I103739,C245184,4,1,2022-04-14
I103744,C238829,6,1,2022-06-13
I103745,C562010,5,1,2023-02-01
I103746,C186350,1,3,2023-01-06
I103752,C196241,4,1,2021-04-02
I103753,C109283,9,3,2021-04-27
I103759,C833392,1,3,2022-11-01
I103760,C252414,6,1,2023-01-23
I103763,C187054,10,3,2021-02-24
I103764,C259614,5,1,2021-04-23
I103765,C264576,5,3,2022-07-03
I103768,C167058,1,3,2022-07-07
I103770,C238266,8,3,2022-07-22
I103781,C101397,2,1,2021-09-25
I103783,C276208,4,2,2022-03-08
I103785,C253317,1,1,2022-03-31
I103787,C334327,5,3,2022-03-29
I103789,C105302,8,3,2022-03-28
I103793,C328514,1,2,2022-10-09
I103800,C258232,9,1,2022-06-20
I103809,C210793,7,1,2022-12-21
I103810,C468969,6,1,2021-09-24
I103812,C428654,4,2,2022-06-12
I103825,C279491,4,2,2022-09-20
I103827,C734269,5,2,2021-10-07
I103828,C201443,6,3,2022-06-10
I103829,C238662,7,2,2021-01-06
I103837,C443395,4,3,2022-09-22
I103838,C246864,3,3,2021-12-12
I103839,C299316,4,1,2022-11-08
I103846,C343517,1,1,2021-01-30
I103848,C357471,3,1,2022-07-02
I103849,C401640,3,1,2022-01-22
I103850,C268097,1,2,2021-10-07
I103851,C248656,3,3,2022-08-20
I103852,C202758,5,1,2022-04-18
I103853,C464868,7,3,2021-07-19
I103854,C296437,7,3,2023-02-26
I103857,C196906,6,1,2021-06-01
I103858,C846946,5,1,2022-08-02
I103860,C780077,10,3,2021-01-15
I103862,C231147,3,2,2022-10-08
I103864,C438810,8,3,2021-10-18
I103865,C117500,9,2,2021-11-23
I103866,C131259,1,3,2021-11-02
I103869,C118724,9,3,2021-06-28
I103871,C902139,4,1,2022-05-10
I103881,C163190,1,3,2022-08-31
I103882,C230616,5,2,2022-06-30
I103884,C905929,2,2,2022-10-26
I103885,C230022,2,3,2021-08-02
I103900,C269673,1,1,2022-07-28
I103904,C312125,3,3,2021-05-05
I103906,C258503,5,3,2021-02-17
I103907,C280853,2,3,2022-10-04
I103911,C747724,1,3,2022-05-04
I103914,C571970,6,3,2021-05-26
I103915,C229811,6,1,2021-08-24
I103917,C787113,3,2,2021-04-08
I103920,C216711,7,3,2022-01-22
I103921,C295443,7,1,2022-08-30
I103923,C244317,3,2,2022-06-22
I103924,C140895,6,1,2022-04-08
I103926,C132495,7,1,2022-08-17
I103927,C306738,6,1,2022-12-24
I103928,C933094,10,3,2021-04-12
I103929,C166679,5,1,2022-12-11
I103932,C112853,6,2,2022-04-13
I103937,C349506,4,3,2021-07-30
I103939,C276227,6,1,2022-11-06
I103940,C167080,6,1,2021-06-25
I103941,C522391,3,1,2023-01-14
I103946,C883768,3,3,2021-03-01
I103948,C768998,6,1,2022-07-06
I103957,C322414,3,3,2023-02-10
I103958,C510991,9,1,2022-09-05
I103959,C229386,3,1,2021-03-16
I103961,C105994,4,1,2022-07-27
I103962,C183695,6,3,2022-07-18
I103964,C677713,1,3,2021-03-06
I103967,C257754,1,1,2021-09-02
I103969,C261190,4,3,2023-03-05
I103970,C234669,9,3,2021-09-01
I103972,C116003,10,1,2022-12-12
I103977,C557569,6,3,2023-02-11
I103978,C106114,1,1,2021-02-03
I103979,C243095,6,3,2022-04-01
I103983,C273058,6,1,2022-04-03
I103984,C658349,1,3,2023-02-18
I103988,C360097,9,2,2022-11-29
I103989,C101716,3,3,2022-08-26
I103991,C769861,1,1,2021-02-01
I103995,C330167,6,1,2021-12-17
I103996,C399796,9,3,2022-09-20
I103997,C180421,6,2,2021-12-23
I103999,C390025,10,1,2022-04-07
I104001,C195654,10,1,2022-11-21
I104002,C153243,3,2,2022-02-12
I104004,C646863,1,2,2022-03-20
I104009,C239893,6,3,2022-01-09
I104011,C987467,3,1,2022-11-17
I104014,C302448,6,1,2021-03-22
I104015,C297053,1,3,2021-10-14
I104016,C162689,3,3,2022-09-20
I104019,C248203,4,1,2023-03-02
I104024,C656461,2,3,2022-01-27
I104033,C642178,6,3,2022-03-10
I104041,C115845,3,1,2021-03-11
I104045,C565787,6,1,2022-10-15
I104046,C193026,3,1,2021-08-15
I104047,C303532,3,3,2021-03-15
I104050,C339885,5,1,2023-02-08
I104052,C170345,10,2,2023-01-15
I104053,C215494,1,1,2021-09-13
I104054,C289142,6,2,2021-09-19
I104056,C186566,5,3,2022-11-29
I104058,C124321,4,3,2022-08-27
I104063,C212408,5,3,2021-09-22
I104067,C713735,6,3,2022-08-13
I104068,C291053,5,2,2021-09-05
I104069,C300457,10,1,2021-12-19
I104071,C322694,5,2,2021-08-23
I104073,C321503,7,2,2022-10-24
I104074,C319858,7,2,2021-10-12
I104076,C322871,7,1,2022-03-15
I104078,C248668,6,3,2022-08-01
I104080,C561284,1,1,2023-01-03
I104081,C189700,10,3,2022-03-24
I104083,C796259,1,2,2021-06-14
I104088,C558722,3,2,2022-11-19
I104095,C168788,6,3,2022-10-14
I104097,C342646,1,2,2021-09-27
I104099,C268800,1,1,2021-11-28
I104105,C761010,2,3,2022-11-03
I104110,C329166,3,1,2022-06-09
I104113,C152506,5,3,2022-09-17
I104114,C257419,1,3,2022-01-04
I104115,C230602,3,1,2021-03-02
I104117,C154594,5,3,2021-10-09
I104123,C325535,3,1,2021-05-30
I104130,C255913,3,3,2022-07-20
I104134,C226360,6,1,2022-09-24
I104135,C178571,5,3,2022-08-01
I104142,C168396,1,3,2021-12-03
I104144,C203454,6,1,2022-10-24
I104145,C494184,9,1,2022-09-05
I104147,C237320,1,1,2022-05-29
I104152,C174609,6,1,2021-10-29
I104153,C247950,4,1,2021-09-27
I104155,C763988,1,3,2022-04-08
I104159,C668385,4,1,2022-11-28
I104160,C120670,6,3,2023-01-16
I104173,C210829,1,3,2022-08-18
I104176,C280248,4,2,2022-11-28
I104177,C861246,1,3,2021-02-04
I104178,C236358,10,1,2022-11-20
I104180,C123055,10,3,2021-01-04
I104181,C189733,1,3,2021-01-12
I104182,C140125,6,2,2021-06-26
I104186,C220139,1,1,2021-08-25
I104187,C848050,6,3,2021-01-08
I104188,C187512,3,1,2022-01-08
I104190,C237521,5,3,2021-07-03
I104198,C108005,4,3,2022-12-13
I104199,C137525,3,3,2022-05-01
I104202,C118230,6,3,2021-03-09
I104206,C326649,3,1,2023-01-24
I104207,C828554,3,3,2022-05-14
I104208,C618868,7,2,2021-12-06
I104209,C120180,2,2,2023-02-25
I104212,C231729,5,3,2021-01-13
I104217,C169059,1,3,2021-07-29
I104218,C149595,1,1,2022-02-14
I104225,C676789,7,1,2021-06-13
I104228,C116193,5,3,2022-11-05
I104230,C622570,1,2,2021-08-22
I104232,C229403,4,2,2021-02-04
I104233,C154775,3,1,2022-01-30
I104234,C112706,5,1,2022-06-06
I104239,C175089,8,3,2021-12-07
I104248,C485285,4,1,2021-10-15
I104253,C311913,6,2,2021-10-19
I104254,C253672,1,2,2023-02-10
I104261,C105041,1,3,2021-04-10
I104266,C226005,6,1,2022-06-02
I104267,C934986,1,2,2021-11-04
I104268,C799305,2,3,2021-06-04
I104269,C332450,1,1,2023-03-06
I104271,C369601,5,1,2022-03-02
I104274,C196405,6,3,2021-06-13
I104281,C762334,1,3,2022-05-31
I104285,C172915,1,3,2021-02-08
I104292,C431059,7,2,2021-01-01
I104294,C103178,8,1,2021-01-06
I104296,C187283,6,1,2021-09-23
I104297,C308724,2,2,2021-09-09
I104301,C202829,3,2,2022-08-17
I104311,C250955,3,3,2023-01-15
I104318,C429080,10,3,2022-08-03
I104320,C393730,1,2,2022-09-21
I104323,C259462,2,3,2022-11-09
I104330,C214561,3,2,2022-08-12
I104331,C307792,3,1,2021-06-13
I104332,C262904,4,3,2022-04-28
I104333,C212361,3,2,2021-04-16
I104337,C191906,4,2,2021-10-05
I104338,C284181,6,3,2021-03-31
I104340,C117737,6,1,2022-12-12
I104345,C180067,1,1,2021-05-08
I104354,C273966,5,3,2021-10-02
I104356,C286390,6,1,2023-02-25
I104358,C130495,4,1,2022-01-09
I104359,C282188,3,1,2021-11-05
I104363,C547432,6,3,2021-08-11
I104364,C167449,9,3,2022-10-19
I104366,C145961,6,3,2021-02-03
I104368,C661637,1,2,2022-12-07
I104370,C532661,7,3,2021-03-22
I104371,C604725,1,1,2022-12-25
I104373,C162600,7,3,2022-11-07
I104374,C192673,8,1,2021-09-16
I104375,C222369,1,3,2022-03-21
I104376,C274370,10,1,2021-05-18
I104377,C321514,5,2,2021-05-09
I104378,C394493,7,3,2021-11-14
I104379,C618444,3,2,2021-08-10
I104383,C236090,6,1,2022-07-27
I104392,C280254,6,3,2021-11-22
I104398,C281442,1,2,2021-04-25
I104399,C109975,9,1,2022-08-11
I104403,C191167,1,2,2021-03-03
I104404,C111115,1,3,2021-03-25
I104407,C283793,4,1,2021-10-27
I104410,C181805,4,2,2021-06-15
I104411,C287491,7,3,2021-12-09
I104416,C181327,1,2,2022-06-29
I104418,C334249,4,3,2022-05-09
I104424,C248517,8,1,2022-11-28
I104426,C263783,3,3,2021-05-08
I104427,C116014,2,2,2021-03-27
I104437,C135853,6,1,2022-06-20
I104440,C119961,6,3,2021-07-14
I104444,C209086,6,3,2021-07-21
I104445,C292016,6,2,2021-07-15
I104446,C598036,1,2,2022-10-16
I104448,C143572,4,2,2021-01-15
I104450,C112723,3,3,2021-09-14
I104452,C812098,5,3,2023-02-19
